Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Halt Time,Departure Time,Distance,Distance Traveled,Distance to Next Station,Distance to Destination,Platform Number,Source Station,Source Station Name,Destination Station,Destination Station Name,Coach Count,Coaches
22477,New Delhi-Shri Mata Vaishno Devi Katra Vande Bharat Express,4,KTHU,Kathua,20:43:00,2,20:45:00,501,501.0,76.0,154.0,1,NDLS,New Delhi,SVDK,Shri Mata Vaishno Devi Katra,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22477,New Delhi-Shri Mata Vaishno Devi Katra Vande Bharat Express,5,JAT,Jammu Tawi,21:45:00,2,21:47:00,577,577.0,53.0,78.0,2,NDLS,New Delhi,SVDK,Shri Mata Vaishno Devi Katra,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22477,New Delhi-Shri Mata Vaishno Devi Katra Vande Bharat Express,6,MCTM,MCTM Udhampur,22:43:00,2,22:45:00,630,630.0,25.0,25.0,1,NDLS,New Delhi,SVDK,Shri Mata Vaishno Devi Katra,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22477,New Delhi-Shri Mata Vaishno Devi Katra Vande Bharat Express,7,SVDK,Shri Mata Vaishno Devi Katra,23:20:00,0,--:--:--,655,655.0,0.0,0.0,1,NDLS,New Delhi,SVDK,Shri Mata Vaishno Devi Katra,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22478,Shri Mata Vaishno Devi Katra-New Delhi Vande Bharat Express,1,SVDK,Shri Mata Vaishno Devi Katra,--:--:--,0,05:45:00,0,0.0,25.0,655.0,1,SVDK,Shri Mata Vaishno Devi Katra,NDLS,New Delhi,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22478,Shri Mata Vaishno Devi Katra-New Delhi Vande Bharat Express,2,MCTM,MCTM Udhampur,06:14:00,2,06:16:00,25,25.0,53.0,630.0,3,SVDK,Shri Mata Vaishno Devi Katra,NDLS,New Delhi,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22478,Shri Mata Vaishno Devi Katra-New Delhi Vande Bharat Express,3,JAT,Jammu Tawi,07:10:00,2,07:12:00,78,78.0,76.0,577.0,3,SVDK,Shri Mata Vaishno Devi Katra,NDLS,New Delhi,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22478,Shri Mata Vaishno Devi Katra-New Delhi Vande Bharat Express,4,KTHU,Kathua,08:03:00,2,08:05:00,154,154.0,189.0,501.0,1,SVDK,Shri Mata Vaishno Devi Katra,NDLS,New Delhi,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22478,Shri Mata Vaishno Devi Katra-New Delhi Vande Bharat Express,5,LDH,Ludhiana Junction,10:30:00,2,10:32:00,343,343.0,113.0,312.0,1,SVDK,Shri Mata Vaishno Devi Katra,NDLS,New Delhi,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22478,Shri Mata Vaishno Devi Katra-New Delhi Vande Bharat Express,6,UMB,Ambala Cantt Junction,11:48:00,2,11:50:00,456,456.0,199.0,199.0,3,SVDK,Shri Mata Vaishno Devi Katra,NDLS,New Delhi,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22478,Shri Mata Vaishno Devi Katra-New Delhi Vande Bharat Express,7,NDLS,New Delhi,14:00:00,0,--:--:--,655,655.0,0.0,0.0,14,SVDK,Shri Mata Vaishno Devi Katra,NDLS,New Delhi,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22487,Delhi-Amritsar Vande Bharat Express,1,DLI,Delhi Junction,--:--:--,0,15:15:00,0,0.0,197.0,446.0,2,NDLS,Delhi,ASR,Amritsar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22487,Delhi-Amritsar Vande Bharat Express,2,UMB,Ambala Cantt Junction,17:27:00,2,17:29:00,197,197.0,114.0,249.0,7,NDLS,Delhi,ASR,Amritsar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22487,Delhi-Amritsar Vande Bharat Express,3,LDH,Ludhiana Junction,18:36:00,2,18:38:00,311,311.0,36.0,135.0,2,NDLS,Delhi,ASR,Amritsar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22487,Delhi-Amritsar Vande Bharat Express,4,PGW,Phagwara Junction,19:08:00,2,19:10:00,347,347.0,16.0,99.0,2,NDLS,Delhi,ASR,Amritsar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22487,Delhi-Amritsar Vande Bharat Express,5,JRC,Jalandhar Cantt Junction,19:24:00,2,19:26:00,363,363.0,41.0,83.0,2,NDLS,Delhi,ASR,Amritsar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22487,Delhi-Amritsar Vande Bharat Express,6,BEAS,Beas Junction,20:01:00,2,20:03:00,404,404.0,42.0,42.0,2,NDLS,Delhi,ASR,Amritsar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22487,Delhi-Amritsar Vande Bharat Express,7,ASR,Amritsar Junction,20:45:00,0,--:--:--,446,446.0,0.0,0.0,8,NDLS,Delhi,ASR,Amritsar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22488,Amritsar-Delhi Vande Bharat Express,1,ASR,Amritsar Junction,--:--:--,0,08:20:00,0,0.0,42.0,446.0,7,ASR,Amritsar,NDLS,Delhi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22488,Amritsar-Delhi Vande Bharat Express,2,BEAS,Beas Junction,08:48:00,2,08:50:00,42,42.0,41.0,404.0,2,ASR,Amritsar,NDLS,Delhi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22488,Amritsar-Delhi Vande Bharat Express,3,JRC,Jalandhar Cantt Junction,09:28:00,2,09:30:00,83,83.0,17.0,363.0,2,ASR,Amritsar,NDLS,Delhi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22488,Amritsar-Delhi Vande Bharat Express,4,PGW,Phagwara Junction,09:41:00,2,09:43:00,100,100.0,35.0,346.0,2,ASR,Amritsar,NDLS,Delhi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22488,Amritsar-Delhi Vande Bharat Express,5,LDH,Ludhiana Junction,10:16:00,2,10:18:00,135,135.0,114.0,311.0,1,ASR,Amritsar,NDLS,Delhi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22488,Amritsar-Delhi Vande Bharat Express,6,UMB,Ambala Cantt Junction,11:34:00,2,11:36:00,249,249.0,197.0,197.0,1,ASR,Amritsar,NDLS,Delhi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22488,Amritsar-Delhi Vande Bharat Express,7,DLI,Delhi Junction,13:50:00,0,--:--:--,446,446.0,0.0,0.0,2,ASR,Amritsar,NDLS,Delhi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22489,Varanasi-Meerut Vande Bharat Express,1,BSB,Varanasi Junction,--:--:--,0,09:10:00,0,0.0,189.0,782.0,1,BSB,Varanasi,MTC,Meerut,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22489,Varanasi-Meerut Vande Bharat Express,2,AY,Ayodhya Dham Junction,11:40:00,2,11:42:00,189,189.0,134.0,593.0,1,BSB,Varanasi,MTC,Meerut,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22489,Varanasi-Meerut Vande Bharat Express,3,LKO,Lucknow Charbagh Junction NR,13:40:00,10,13:50:00,323,323.0,235.0,459.0,1,BSB,Varanasi,MTC,Meerut,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22489,Varanasi-Meerut Vande Bharat Express,4,BE,Bareilly Junction,17:13:00,2,17:15:00,558,558.0,91.0,224.0,2,BSB,Varanasi,MTC,Meerut,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22489,Varanasi-Meerut Vande Bharat Express,5,MB,Moradabad Junction,18:50:00,5,18:55:00,649,649.0,104.0,133.0,4,BSB,Varanasi,MTC,Meerut,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22489,Varanasi-Meerut Vande Bharat Express,6,HPU,Hapur Junction,20:10:00,2,20:12:00,753,753.0,29.0,29.0,1,BSB,Varanasi,MTC,Meerut,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22489,Varanasi-Meerut Vande Bharat Express,7,MTC,Meerut City Junction,21:05:00,0,--:--:--,782,782.0,0.0,0.0,1,BSB,Varanasi,MTC,Meerut,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22490,Meerut-Varanasi Vande Bharat Express,1,MTC,Meerut City Junction,--:--:--,0,06:35:00,0,0.0,29.0,782.0,1,MTC,Meerut,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22490,Meerut-Varanasi Vande Bharat Express,2,HPU,Hapur Junction,07:08:00,2,07:10:00,29,29.0,104.0,753.0,2,MTC,Meerut,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22490,Meerut-Varanasi Vande Bharat Express,3,MB,Moradabad Junction,08:35:00,5,08:40:00,133,133.0,91.0,649.0,1,MTC,Meerut,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22490,Meerut-Varanasi Vande Bharat Express,4,BE,Bareilly Junction,10:04:00,2,10:06:00,224,224.0,235.0,558.0,1,MTC,Meerut,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22490,Meerut-Varanasi Vande Bharat Express,5,LKO,Lucknow Charbagh Junction NR,13:45:00,10,13:55:00,459,459.0,127.0,323.0,1,MTC,Meerut,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22490,Meerut-Varanasi Vande Bharat Express,6,AY,Ayodhya Dham Junction,15:53:00,2,15:55:00,586,586.0,196.0,196.0,2,MTC,Meerut,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22490,Meerut-Varanasi Vande Bharat Express,7,BSB,Varanasi Junction,18:25:00,0,--:--:--,782,782.0,0.0,0.0,1,MTC,Meerut,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22499,Deoghar-Varanasi Vande Bharat Express,1,DGHR,Deoghar Junction,--:--:--,0,15:10:00,0,0.0,6.0,455.0,3,DGHR,Deoghar,BSB,Varanasi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22499,Deoghar-Varanasi Vande Bharat Express,2,JSME,Jasidih Junction,15:14:00,2,15:16:00,6,6.0,98.0,449.0,1,DGHR,Deoghar,BSB,Varanasi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22499,Deoghar-Varanasi Vande Bharat Express,3,KIUL,Kiul Junction,16:35:00,5,16:40:00,104,104.0,71.0,351.0,2,DGHR,Deoghar,BSB,Varanasi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22499,Deoghar-Varanasi Vande Bharat Express,4,NWD,Nawada,17:38:00,2,17:40:00,175,175.0,58.0,280.0,2,DGHR,Deoghar,BSB,Varanasi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22499,Deoghar-Varanasi Vande Bharat Express,5,GAYA,Gaya Junction,19:00:00,2,19:02:00,233,233.0,103.0,222.0,1,DGHR,Deoghar,BSB,Varanasi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22499,Deoghar-Varanasi Vande Bharat Express,6,SSM,Sasaram Junction,20:14:00,2,20:16:00,336,336.0,101.0,119.0,2,DGHR,Deoghar,BSB,Varanasi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22499,Deoghar-Varanasi Vande Bharat Express,7,DDU,Pt DD Upadhyaya Junction,21:25:00,10,21:35:00,437,437.0,18.0,18.0,7,DGHR,Deoghar,BSB,Varanasi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22499,Deoghar-Varanasi Vande Bharat Express,8,BSB,Varanasi Junction,22:30:00,0,--:--:--,455,455.0,0.0,0.0,2,DGHR,Deoghar,BSB,Varanasi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22500,Varanasi-Deoghar Vande Bharat Express,1,BSB,Varanasi Junction,--:--:--,0,06:20:00,0,0.0,18.0,455.0,1,BSB,Varanasi,DGHR,Deoghar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22500,Varanasi-Deoghar Vande Bharat Express,2,DDU,Pt DD Upadhyaya Junction,06:55:00,10,07:05:00,18,18.0,101.0,437.0,3,BSB,Varanasi,DGHR,Deoghar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22500,Varanasi-Deoghar Vande Bharat Express,3,SSM,Sasaram Junction,08:08:00,2,08:10:00,119,119.0,103.0,336.0,3,BSB,Varanasi,DGHR,Deoghar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22500,Varanasi-Deoghar Vande Bharat Express,4,GAYA,Gaya Junction,09:15:00,5,09:20:00,222,222.0,59.0,233.0,3,BSB,Varanasi,DGHR,Deoghar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22500,Varanasi-Deoghar Vande Bharat Express,5,NWD,Nawada,10:20:00,2,10:22:00,281,281.0,70.0,174.0,2,BSB,Varanasi,DGHR,Deoghar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22500,Varanasi-Deoghar Vande Bharat Express,6,KIUL,Kiul Junction,11:30:00,5,11:35:00,351,351.0,98.0,104.0,5,BSB,Varanasi,DGHR,Deoghar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22500,Varanasi-Deoghar Vande Bharat Express,7,JSME,Jasidih Junction,13:07:00,2,13:09:00,449,449.0,6.0,6.0,1,BSB,Varanasi,DGHR,Deoghar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22500,Varanasi-Deoghar Vande Bharat Express,8,DGHR,Deoghar Junction,13:40:00,0,--:--:--,455,455.0,0.0,0.0,3,BSB,Varanasi,DGHR,Deoghar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22545,Lucknow-Dehradun Vande Bharat Express,1,LJN,Lucknow Junction,--:--:--,0,05:15:00,0,0.0,235.0,544.0,6,LKO,Lucknow,DDN,Dehradun,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22545,Lucknow-Dehradun Vande Bharat Express,2,BE,Bareilly Junction,08:31:00,2,08:33:00,235,235.0,91.0,309.0,2,LKO,Lucknow,DDN,Dehradun,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22545,Lucknow-Dehradun Vande Bharat Express,3,MB,Moradabad Junction,09:52:00,5,09:57:00,326,326.0,98.0,218.0,3,LKO,Lucknow,DDN,Dehradun,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22545,Lucknow-Dehradun Vande Bharat Express,4,NBD,Najibabad Junction,11:08:00,2,11:10:00,424,424.0,68.0,120.0,2,LKO,Lucknow,DDN,Dehradun,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22545,Lucknow-Dehradun Vande Bharat Express,5,HW,Haridwar,12:10:00,5,12:15:00,492,492.0,52.0,52.0,2,LKO,Lucknow,DDN,Dehradun,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22545,Lucknow-Dehradun Vande Bharat Express,6,DDN,Dehradun,13:40:00,0,--:--:--,544,544.0,0.0,0.0,1,LKO,Lucknow,DDN,Dehradun,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22546,Dehradun-Lucknow Vande Bharat Express,1,DDN,Dehradun,--:--:--,0,14:25:00,0,0.0,52.0,544.0,1,DDN,Dehradun,LKO,Lucknow,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22546,Dehradun-Lucknow Vande Bharat Express,2,HW,Haridwar,15:26:00,5,15:31:00,52,52.0,68.0,492.0,1,DDN,Dehradun,LKO,Lucknow,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22546,Dehradun-Lucknow Vande Bharat Express,3,NBD,Najibabad Junction,16:17:00,2,16:19:00,120,120.0,98.0,424.0,1,DDN,Dehradun,LKO,Lucknow,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22546,Dehradun-Lucknow Vande Bharat Express,4,MB,Moradabad Junction,17:40:00,5,17:45:00,218,218.0,91.0,326.0,1,DDN,Dehradun,LKO,Lucknow,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22546,Dehradun-Lucknow Vande Bharat Express,5,BE,Bareilly Junction,19:00:00,2,19:02:00,309,309.0,235.0,235.0,1,DDN,Dehradun,LKO,Lucknow,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22546,Dehradun-Lucknow Vande Bharat Express,6,LJN,Lucknow Junction,22:40:00,0,--:--:--,544,544.0,0.0,0.0,6,DDN,Dehradun,LKO,Lucknow,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22549,Gorakhpur-Prayagraj Vande Bharat Express,1,GKP,Gorakhpur Junction,--:--:--,0,06:05:00,0,0.0,64.0,500.0,2,GKP,Gorakhpur,PRYJ,Prayagraj,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22549,Gorakhpur-Prayagraj Vande Bharat Express,2,BST,Basti,06:52:00,2,06:54:00,64,64.0,100.0,436.0,1,GKP,Gorakhpur,PRYJ,Prayagraj,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22549,Gorakhpur-Prayagraj Vande Bharat Express,3,AY,Ayodhya Dham Junction,08:15:00,2,08:17:00,164,164.0,135.0,336.0,1,GKP,Gorakhpur,PRYJ,Prayagraj,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22549,Gorakhpur-Prayagraj Vande Bharat Express,4,LKO,Lucknow Charbagh NR,10:20:00,10,10:30:00,299,299.0,78.0,201.0,9,GKP,Gorakhpur,PRYJ,Prayagraj,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22549,Gorakhpur-Prayagraj Vande Bharat Express,5,RBL,Rai Bareli Junction,11:33:00,2,11:35:00,377,377.0,116.0,123.0,2,GKP,Gorakhpur,PRYJ,Prayagraj,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22549,Gorakhpur-Prayagraj Vande Bharat Express,6,PRG,Prayag Junction,12:56:00,2,12:58:00,493,493.0,7.0,7.0,2,GKP,Gorakhpur,PRYJ,Prayagraj,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22549,Gorakhpur-Prayagraj Vande Bharat Express,7,PRYJ,Prayagraj Junction,13:35:00,0,--:--:--,500,500.0,0.0,0.0,9,GKP,Gorakhpur,PRYJ,Prayagraj,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22550,Prayagraj-Gorakhpur Vande Bharat Express,1,PRYJ,Prayagraj Junction,--:--:--,0,15:15:00,0,0.0,6.0,500.0,9,PRYJ,Prayagraj,GKP,Gorakhpur,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22550,Prayagraj-Gorakhpur Vande Bharat Express,2,PRG,Prayag Junction,15:25:00,2,15:27:00,6,6.0,117.0,494.0,1,PRYJ,Prayagraj,GKP,Gorakhpur,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22550,Prayagraj-Gorakhpur Vande Bharat Express,3,RBL,Rai Bareli Junction,16:52:00,2,16:54:00,123,123.0,78.0,377.0,2,PRYJ,Prayagraj,GKP,Gorakhpur,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22550,Prayagraj-Gorakhpur Vande Bharat Express,4,LKO,Lucknow Charbagh NR,18:15:00,10,18:25:00,201,201.0,134.0,299.0,9,PRYJ,Prayagraj,GKP,Gorakhpur,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22550,Prayagraj-Gorakhpur Vande Bharat Express,5,AY,Ayodhya Dham Junction,20:26:00,2,20:28:00,335,335.0,100.0,165.0,1,PRYJ,Prayagraj,GKP,Gorakhpur,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22550,Prayagraj-Gorakhpur Vande Bharat Express,6,BST,Basti,21:41:00,2,21:43:00,435,435.0,65.0,65.0,3,PRYJ,Prayagraj,GKP,Gorakhpur,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22550,Prayagraj-Gorakhpur Vande Bharat Express,7,GKP,Gorakhpur Junction,22:40:00,0,--:--:--,500,500.0,0.0,0.0,7,PRYJ,Prayagraj,GKP,Gorakhpur,16,"C14, C13, C12, C11, C10, C9, C8, E2, E1, C7, C6, C5, C4, C3, C2, C1"
22895,Howrah-Puri Vande Bharat Express,1,HWH,Howrah Junction,--:--:--,0,06:10:00,0,0.0,116.0,502.0,21,HWH,Howrah,PURI,Puri,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22895,Howrah-Puri Vande Bharat Express,2,KGP,Kharagpur Junction,07:38:00,2,07:40:00,116,116.0,121.0,386.0,1,HWH,Howrah,PURI,Puri,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22895,Howrah-Puri Vande Bharat Express,3,BLS,Balasore,08:54:00,2,08:56:00,237,237.0,59.0,265.0,2,HWH,Howrah,PURI,Puri,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22895,Howrah-Puri Vande Bharat Express,4,BHC,Bhadrak,09:30:00,2,09:32:00,296,296.0,43.0,206.0,1,HWH,Howrah,PURI,Puri,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22895,Howrah-Puri Vande Bharat Express,5,TKH,Jajpur Keonjhar Road,09:50:00,2,09:52:00,339,339.0,72.0,163.0,4,HWH,Howrah,PURI,Puri,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22895,Howrah-Puri Vande Bharat Express,6,CTC,Cuttack Juntion,10:50:00,2,10:52:00,411,411.0,28.0,91.0,3,HWH,Howrah,PURI,Puri,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22895,Howrah-Puri Vande Bharat Express,7,BBS,Bhubaneswar,11:28:00,4,11:32:00,439,439.0,19.0,63.0,4,HWH,Howrah,PURI,Puri,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22895,Howrah-Puri Vande Bharat Express,8,KUR,Khurda Road Junction,11:50:00,2,11:52:00,458,458.0,44.0,44.0,4,HWH,Howrah,PURI,Puri,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22895,Howrah-Puri Vande Bharat Express,9,PURI,Puri,12:50:00,0,--:--:--,502,502.0,0.0,0.0,1,HWH,Howrah,PURI,Puri,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
22896,Puri-Howrah Vande Bharat Express,1,PURI,Puri,--:--:--,0,13:50:00,0,0.0,44.0,501.0,2,PURI,Puri,HWH,Howrah,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22896,Puri-Howrah Vande Bharat Express,2,KUR,Khurda Road Junction,14:23:00,2,14:25:00,44,44.0,19.0,457.0,3,PURI,Puri,HWH,Howrah,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22896,Puri-Howrah Vande Bharat Express,3,BBS,Bhubaneswar,14:45:00,4,14:49:00,63,63.0,27.0,438.0,1,PURI,Puri,HWH,Howrah,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22896,Puri-Howrah Vande Bharat Express,4,CTC,Cuttack Juntion,15:15:00,2,15:17:00,90,90.0,72.0,411.0,1,PURI,Puri,HWH,Howrah,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22896,Puri-Howrah Vande Bharat Express,5,TKH,Jajpur Keonjhar Road,16:03:00,2,16:05:00,162,162.0,44.0,339.0,2,PURI,Puri,HWH,Howrah,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22896,Puri-Howrah Vande Bharat Express,6,BHC,Bhadrak,16:34:00,1,16:35:00,206,206.0,59.0,295.0,4,PURI,Puri,HWH,Howrah,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22896,Puri-Howrah Vande Bharat Express,7,BLS,Balasore,17:08:00,2,17:10:00,265,265.0,120.0,236.0,3,PURI,Puri,HWH,Howrah,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22896,Puri-Howrah Vande Bharat Express,8,KGP,Kharagpur Junction,18:40:00,2,18:42:00,385,385.0,116.0,116.0,5,PURI,Puri,HWH,Howrah,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22896,Puri-Howrah Vande Bharat Express,9,HWH,Howrah Junction,20:30:00,0,--:--:--,501,501.0,0.0,0.0,17,PURI,Puri,HWH,Howrah,20,"C18, C1, E2, E1, C17, C2, C16, C15, C14, C13, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22925,Ahmedabad-Okha Vande Bharat Express,1,ADI,Ahmedabad Junction,--:--:--,0,18:10:00,0,0.0,495.0,495.0,2,ADI,Ahmedabad,OKHA,Okha,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22925,Ahmedabad-Okha Vande Bharat Express,2,SBIB,Sabarmati Junction,18:17:00,2,18:19:00,5,5.0,490.0,490.0,1,ADI,Ahmedabad,OKHA,Okha,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22925,Ahmedabad-Okha Vande Bharat Express,3,SAU,Sanand,18:33:00,2,18:35:00,28,28.0,467.0,467.0,1,ADI,Ahmedabad,OKHA,Okha,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22925,Ahmedabad-Okha Vande Bharat Express,4,VG,Viramgam Junction,19:05:00,2,19:07:00,65,65.0,430.0,430.0,1,ADI,Ahmedabad,OKHA,Okha,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22925,Ahmedabad-Okha Vande Bharat Express,5,SUNR,Surendranagar Junction,19:43:00,2,19:45:00,130,130.0,365.0,365.0,1,ADI,Ahmedabad,OKHA,Okha,8,"C7, C1, E1, C6, C2, C5, C4, C3"
